id,date,lat,lon,taxon,common_name,user
296906541,2025-07-10,37.4037602,-122.2339058997,Apis mellifera,Western Honey Bee,jhintermeister
296905520,2025-07-10,37.30273,-122.0435638333,Apis mellifera,Western Honey Bee,brucewbailey
296901569,2025-07-10,38.0808861667,-122.52327,Apis mellifera,Western Honey Bee,silveradojim
296899141,2025-07-10,38.25172,-121.982545,Apis mellifera,Western Honey Bee,silveradojim
296889214,2025-07-06,37.9057476867,-122.3095081486,Apis mellifera,Western Honey Bee,butterfly_oclock
296882164,2025-07-10,37.9752940615,-122.5184171696,Apis mellifera,Western Honey Bee,adrianwang
296872259,2025-07-10,37.532545,-122.0731888333,Apis mellifera,Western Honey Bee,jdtsf72
296860385,2025-07-10,37.8744949292,-122.2609852835,Apis mellifera,Western Honey Bee,explore_eos
296860316,2025-07-10,37.9753171482,-122.5181877559,Apis mellifera,Western Honey Bee,adrianwang
296835680,2025-07-10,38.4741568,-121.4376792,Anthidium manicatum,European Woolcarder Bee,keerickson
296834097,2025-07-10,38.4741568,-121.4376792,Apis mellifera,Western Honey Bee,keerickson
296820440,2025-07-10,37.5817716667,-122.4907466667,Apis mellifera,Western Honey Bee,cyncynm
296819318,2025-07-10,37.5817716667,-122.4907466667,Apis mellifera,Western Honey Bee,cyncynm
296813434,2025-05-31,37.8251633333,-122.23352,Apis mellifera,Western Honey Bee,annalarue
296644959,2025-07-09,37.804082064,-122.2155640462,Apis mellifera,Western Honey Bee,maxhudson
296631019,2025-07-09,37.3001025495,-121.7648047279,Apis mellifera,Western Honey Bee,columbidaeperson
296630525,2025-07-09,37.3917416667,-121.9812166667,Apis mellifera,Western Honey Bee,paigeyashton
296630423,2025-07-09,37.3917666667,-121.98123,Apis mellifera,Western Honey Bee,paigeyashton
296627060,2025-07-09,38.5162995418,-122.8599093566,Apis mellifera,Western Honey Bee,lilredhen
296603324,2025-07-09,37.9111161826,-122.2984609791,Apis mellifera,Western Honey Bee,buzzybumbler
296594967,2025-07-09,37.840755,-122.2515416667,Apis mellifera,Western Honey Bee,alyssa96
296592308,2025-07-09,38.23407,-122.6545866667,Apis mellifera,Western Honey Bee,rkwp
296591454,2025-07-09,38.234075,-122.6546166667,Apis mellifera,Western Honey Bee,rkwp
296585091,2025-07-08,37.84648,-122.270355,Apis mellifera,Western Honey Bee,scissors2kil
296417169,2025-07-05,37.7858739831,-122.4007762301,Apis mellifera,Western Honey Bee,shibiibi
296382505,2025-07-08,37.91005,-122.2679361111,Bombus californicus,California Bumble Bee,boo-bee
296381325,2025-07-08,38.1274805,-122.5674883333,Apis mellifera,Western Honey Bee,silveradojim
296380131,2025-07-08,38.251545,-121.9826966667,Apis mellifera,Western Honey Bee,silveradojim
296329755,2025-07-04,37.3585591761,-122.0885243819,Apis mellifera,Western Honey Bee,libbyok
296327755,2025-07-08,38.5339612553,-121.2610948689,Bombus californicus,California Bumble Bee,diegomology
296316520,2025-07-08,38.076873561,-122.8059474513,Apis mellifera,Western Honey Bee,adrianwang
296312095,2025-07-08,36.9623143064,-122.0418923076,Apis mellifera,Western Honey Bee,finimonkeyflower
296298355,2025-07-07,37.7989197812,-122.2658669615,Apis mellifera,Western Honey Bee,eleggua
296293367,2025-07-08,37.3919729005,-121.9796699941,Apis mellifera,Western Honey Bee,emmitloach
296180378,2025-07-07,37.1597541576,-121.8970250532,Bombus californicus,California Bumble Bee,brianahern
296180185,2025-07-07,37.9772157045,-122.4916713601,Apis mellifera,Western Honey Bee,adrianwang
296180021,2025-07-07,37.9861558334,-122.4744099776,Apis mellifera,Western Honey Bee,adrianwang
296169289,2025-07-05,38.4012712622,-121.4069145083,Apis mellifera,Western Honey Bee,arnel
296158920,2025-07-07,38.578009045,-121.4588384923,Anthidium manicatum,European Woolcarder Bee,rmyoshihara
296157437,2025-06-20,38.3774800798,-122.8118098241,Apis mellifera,Western Honey Bee,alansch0
296157122,2025-07-07,37.6300350527,-122.1945955494,Anthidium maculosum,Spotted Woolcarder,mestewart
296138214,2025-07-07,37.67917,-122.0631721667,Apis mellifera,Western Honey Bee,vivian22192
296124319,2025-07-07,38.2515866667,-121.9825833333,Apis mellifera,Western Honey Bee,silveradojim
296122404,2025-07-07,37.9267651343,-122.1618511796,Apis mellifera,Western Honey Bee,hfabian
296107063,2025-07-07,38.578009045,-121.4588384923,Xylocopa tabaniformis orpifex,Foothill Carpenter Bee,rmyoshihara
296083735,2025-07-07,36.988055,-122.01171945,Apis mellifera,Western Honey Bee,wyattherp
296065395,2025-07-07,37.847624356,-122.2822009583,Anthidium manicatum,European Woolcarder Bee,laurels
296043292,2025-06-28,37.7570916667,-122.2578666667,Agapostemon subtilior,Fine striped sweat bee,hellabeenerd
296043274,2025-06-28,37.76069,-122.2676316667,Bombus rufocinctus,Red-belted Bumble Bee,hellabeenerd
296043249,2025-06-28,37.7660183333,-122.2745183333,Agapostemon subtilior,Fine striped sweat bee,hellabeenerd
296043239,2025-06-28,37.7660183333,-122.2745183333,Agapostemon subtilior,Fine striped sweat bee,hellabeenerd
296035356,2025-06-28,37.76807,-122.2746833333,Bombus californicus,California Bumble Bee,hellabeenerd
296029124,2025-07-07,37.9751427082,-122.5183860881,Apis mellifera,Western Honey Bee,adrianwang
295917064,2025-07-04,37.7006033457,-122.0063493409,Apis mellifera,Western Honey Bee,mestewart
295878921,2025-06-23,38.4804805556,-122.7522111111,Apis mellifera,Western Honey Bee,franklincgrahamiv
295878343,2025-07-06,37.6718578997,-122.4277826,Bombus rufocinctus,Red-belted Bumble Bee,marivillasol
295876725,2025-07-05,37.2881466667,-121.8951633333,Apis mellifera,Western Honey Bee,utopia4sharing
295875084,2025-06-30,37.9057476867,-122.3095081486,Apis mellifera,Western Honey Bee,butterfly_oclock
295857902,2025-07-06,37.9199875,-122.0436139,Apis mellifera,Western Honey Bee,steve760
295848795,2025-07-06,38.2516216667,-121.9826133333,Apis mellifera,Western Honey Bee,silveradojim
295844081,2025-07-06,37.9459910069,-122.1340965314,Bombus californicus,California Bumble Bee,kestrelrun
295843304,2025-04-12,38.4058119132,-121.4206717786,Apis mellifera,Western Honey Bee,arnel
295814989,2025-07-06,37.5792774,-122.0533091,Apis mellifera,Western Honey Bee,tracyk2
295807754,2025-07-05,38.0414438226,-122.799234938,Apis mellifera,Western Honey Bee,pholroyd
295795976,2025-06-18,37.8653283333,-122.305245,Apis mellifera,Western Honey Bee,nisneirainaturalist
295772805,2025-04-04,37.5218383333,-122.2880083333,Apis mellifera,Western Honey Bee,curious-
295767814,2025-06-19,37.9057476867,-122.3095081486,Anthidium manicatum,European Woolcarder Bee,butterfly_oclock
295705323,2025-07-05,37.1724153707,-121.8585171958,Bombus californicus,California Bumble Bee,edwardrooks
295563944,2025-07-05,37.8767416667,-121.9272783333,Apis mellifera,Western Honey Bee,bnature_lia
295544877,2025-07-05,38.251725,-121.9825666667,Apis mellifera,Western Honey Bee,silveradojim
295536930,2025-07-05,37.2732116667,-121.9037716111,Apis mellifera,Western Honey Bee,sm-almaden
295532210,2025-07-05,38.3375384969,-122.710404855,Apis mellifera,Western Honey Bee,n2itfh
295530461,2025-07-05,38.4488516651,-122.6713602394,Apis mellifera,Western Honey Bee,jellyfish_friend
295527814,2025-06-17,37.9057476867,-122.3095081486,Apis mellifera,Western Honey Bee,butterfly_oclock
295486097,2025-07-05,37.3319033333,-121.9281533333,Apis mellifera,Western Honey Bee,herrblock
295476666,2025-07-05,38.5624310997,-121.4798658997,Apis mellifera,Western Honey Bee,mwilliams916
295404297,2025-07-04,38.1635360776,-121.3167811185,Apis mellifera,Western Honey Bee,cloverb
295313966,2025-07-04,37.3166380765,-122.0385327911,Apis mellifera,Western Honey Bee,bungelina
295306668,2025-06-11,37.9057476867,-122.3095081486,Apis mellifera,Western Honey Bee,butterfly_oclock
295306424,2025-06-11,37.9057476867,-122.3095081486,Apis mellifera,Western Honey Bee,butterfly_oclock
295306260,2025-06-11,37.9057476867,-122.3095081486,Apis mellifera,Western Honey Bee,butterfly_oclock
295295867,2025-06-15,37.9057476867,-122.3095081486,Apis mellifera,Western Honey Bee,butterfly_oclock
295279116,2025-06-21,37.9057476867,-122.3095081486,Apis mellifera,Western Honey Bee,butterfly_oclock
295276407,2025-06-21,37.9057476867,-122.3095081486,Apis mellifera,Western Honey Bee,butterfly_oclock
295274530,2025-07-04,38.00430555,-122.5487583333,Apis mellifera,Western Honey Bee,acantho
295266741,2025-06-20,37.8518662726,-122.2226256352,Anthidium manicatum,European Woolcarder Bee,suzm
295266020,2025-07-04,38.2516116667,-121.982545,Apis mellifera,Western Honey Bee,silveradojim
295264713,2025-07-04,38.2518366667,-121.983055,Apis mellifera,Western Honey Bee,silveradojim
295262566,2025-07-04,38.25,-121.9826133333,Apis mellifera,Western Honey Bee,silveradojim
295260810,2025-07-04,38.2493083333,-121.9824366667,Apis mellifera,Western Honey Bee,silveradojim
295240460,2025-07-04,37.2689083333,-121.988145,Apis mellifera,Western Honey Bee,gardnertothestars
295232913,2025-07-01,37.7106216667,-122.1316083333,Apis mellifera,Western Honey Bee,leezplease
295219500,2025-05-14,38.5517783333,-121.7691716667,Xylocopa sonorina,Valley Carpenter Bee,theyellowkoyal
295182125,2025-07-04,38.5921303,-121.3341769,Apis mellifera,Western Honey Bee,cperrault619
295165840,2025-07-04,37.6793298,-122.4069602,Apis mellifera,Western Honey Bee,cae1
295098275,2025-07-02,37.8448138889,-122.2284555556,Apis mellifera,Western Honey Bee,eleggua
295043083,2025-07-03,37.8606866667,-122.4824966667,Apis mellifera,Western Honey Bee,juliadevine
295033671,2025-07-03,37.1602379366,-121.8738390346,Apis mellifera,Western Honey Bee,ericcameron
295008759,2025-07-03,37.9773033333,-121.528245,Apis mellifera,Western Honey Bee,nicole7425562
295007997,2025-07-03,37.9917338411,-122.534340698,Apis mellifera,Western Honey Bee,adrianwang
294995272,2025-07-02,36.9494823737,-122.0556224138,Bombus vosnesenskii,Yellow-faced Bumble Bee,yerbasanta
294979188,2025-07-03,37.7615133333,-122.2268366667,Lasioglossum kincaidii,Kincaid's Sweat Bee,hellabeenerd
294930535,2025-07-03,37.79839553,-122.2298193,Apis mellifera,Western Honey Bee,kschnei
294881752,2025-07-03,38.4528859997,-121.4831542,Apis mellifera,Western Honey Bee,chrisconard
294762947,2025-06-19,37.3757722222,-121.8626527778,Bombus vosnesenskii,Yellow-faced Bumble Bee,t-w-carson
294750235,2025-07-02,37.87448487,-122.27050182,Anthidium manicatum,European Woolcarder Bee,pholroyd
294750233,2025-07-02,37.8734859636,-122.2658415656,Agapostemon subtilior,Fine striped sweat bee,pholroyd
294740489,2025-07-02,38.1267971667,-122.5990616667,Apis mellifera,Western Honey Bee,silveradojim
294697475,2025-07-02,37.182243712,-122.1531244053,Bombus vandykei,Van Dyke's Bumble Bee,andym
294689655,2025-07-01,37.08985,-121.6608583333,Bombus californicus,California Bumble Bee,fmaschino
294685970,2025-07-01,38.5826245726,-122.7142534877,Apis mellifera,Western Honey Bee,amairany18
294677423,2025-07-01,38.5842246944,-122.6998519722,Apis mellifera,Western Honey Bee,tmoor38
294611682,2025-07-02,38.578009045,-121.4588384923,Xylocopa tabaniformis orpifex,Foothill Carpenter Bee,rmyoshihara
294514886,2025-07-01,37.787475,-122.4779133333,Bombus vosnesenskii,Yellow-faced Bumble Bee,dedicatedzoologist
294509131,2025-06-26,36.9780370063,-122.0089913447,Bombus vosnesenskii,Yellow-faced Bumble Bee,barbarab
294495123,2025-06-29,37.806875,-122.2589555556,Agapostemon subtilior,Fine striped sweat bee,eleggua
294480645,2025-07-01,38.2007416667,-122.3154366667,Apis mellifera,Western Honey Bee,silveradojim
294478419,2025-07-01,37.9971783333,-122.4656883333,Apis mellifera,Western Honey Bee,adrianwang
294478367,2025-07-01,37.9971783333,-122.4656883333,Apis mellifera,Western Honey Bee,adrianwang
294478135,2025-07-01,37.997255,-122.46618,Apis mellifera,Western Honey Bee,adrianwang
294469665,2025-07-01,38.251645,-121.9827033333,Apis mellifera,Western Honey Bee,silveradojim
294455219,2025-06-13,37.7612016667,-122.2265283333,Megachile perihirta,Western Leafcutter Bee,hellabeenerd
294455209,2025-06-13,37.76126,-122.22642,Megachile perihirta,Western Leafcutter Bee,hellabeenerd
294455208,2025-06-13,37.76126,-122.22642,Megachile perihirta,Western Leafcutter Bee,hellabeenerd
294413530,2025-07-01,38.584245,-122.6999133333,Apis mellifera,Western Honey Bee,ethan8989
294403168,2025-07-01,36.9526366667,-122.0652416667,Apis mellifera,Western Honey Bee,claire-nielsen
294402435,2025-07-01,37.7305598249,-122.4263857594,Apis mellifera,Western Honey Bee,mscmacg
294335070,2025-06-28,38.2191035407,-122.0290875078,Bombus melanopygus,Black-tailed Bumble Bee,morganstickrod
294315290,2025-06-30,37.89791,-121.98817,Epeolus compactus,Compact Cellophane-Cuckoo,hasfitz5
294313736,2025-06-30,37.93106,-121.98841,Halictus tripartitus,Tripartite Sweat Bee,hasfitz5
294287679,2018-07-03,37.8715226,-122.273042,Apis mellifera,Western Honey Bee,eyestoflywith
294250730,2022-12-22,37.8668861111,-122.3125388889,Apis mellifera,Western Honey Bee,snowtosea
294241493,2025-06-29,37.0742843743,-121.4608718463,Bombus californicus,California Bumble Bee,edwardrooks
294234276,2025-06-30,38.5485833333,-121.4653866667,Apis mellifera,Western Honey Bee,skylar13
294232152,2024-04-22,37.8062583333,-122.4302666667,Bombus melanopygus,Black-tailed Bumble Bee,yvea
294225656,2025-06-25,37.4156421101,-122.0125292255,Bombus vosnesenskii,Yellow-faced Bumble Bee,lawrence_from_california
294215325,2025-06-28,37.3920583333,-122.1018833333,Apis mellifera,Western Honey Bee,nettiecat
294208192,2025-06-30,38.0612638333,-122.5802216667,Apis mellifera,Western Honey Bee,silveradojim
294206451,2025-06-30,37.8540416667,-122.28488,Apis mellifera,Western Honey Bee,tiwane
294205111,2025-06-30,38.59545,-121.40583,Apis mellifera,Western Honey Bee,gracefreeman1
294202279,2025-06-30,37.3960780073,-121.9469325991,Apis mellifera,Western Honey Bee,alexanderx375
294196699,2025-06-30,38.2516166667,-121.9827333333,Apis mellifera,Western Honey Bee,silveradojim
294194831,2025-06-30,37.79945,-122.0443333333,Bombus vosnesenskii,Yellow-faced Bumble Bee,zjel
294177651,2025-06-29,37.0742843743,-121.4608718463,Apis mellifera,Western Honey Bee,edwardrooks
294176756,2025-06-30,37.7670466667,-122.443795,Apis mellifera,Western Honey Bee,mirabugs
294176314,2025-06-28,37.260025,-122.4136283333,Bombus vosnesenskii,Yellow-faced Bumble Bee,irinamitine
294167868,2025-06-30,38.4757783333,-122.4087666667,Bombus crotchii,Crotch's Bumble Bee,k_belair
294167463,2025-06-30,38.476045,-122.4089133333,Bombus californicus,California Bumble Bee,k_belair
294167428,2025-06-30,38.4757783333,-122.4087666667,Bombus crotchii,Crotch's Bumble Bee,k_belair
294164386,2021-08-12,37.7808916667,-122.5116416667,Apis mellifera,Western Honey Bee,yvea
294161459,2025-06-07,37.7543533333,-122.2291166667,Anthidium manicatum,European Woolcarder Bee,hellabeenerd
294161457,2025-06-07,37.7543533333,-122.2291166667,Anthidium manicatum,European Woolcarder Bee,hellabeenerd
294161449,2025-06-07,37.7543533333,-122.2291166667,Anthidium manicatum,European Woolcarder Bee,hellabeenerd
294140540,2025-06-30,37.9620888936,-122.5073113283,Apis mellifera,Western Honey Bee,adrianwang
294129125,2025-06-29,37.0757546199,-121.4668925154,Bombus vandykei,Van Dyke's Bumble Bee,edwardrooks
294111508,2025-06-29,37.9725285308,-122.2606020918,Bombus californicus,California Bumble Bee,ltigre
294098400,2021-08-01,37.7682611111,-122.4686972222,Bombus vosnesenskii,Yellow-faced Bumble Bee,yvea
294064063,2025-06-30,38.578009045,-121.4588384923,Xylocopa tabaniformis orpifex,Foothill Carpenter Bee,rmyoshihara
294040902,2022-03-15,37.7650222778,-122.4393005371,Bombus vosnesenskii,Yellow-faced Bumble Bee,jay_hof
293983836,2025-06-29,37.8075456407,-122.2493687645,Bombus californicus,California Bumble Bee,downbythebay
293977919,2025-06-29,36.9975966667,-122.0554721667,Apis mellifera,Western Honey Bee,pocketmouse
293975019,2019-07-06,37.8043514,-122.2711639,Apis mellifera,Western Honey Bee,eyestoflywith
293951302,2025-06-29,37.4978824345,-122.1287603605,Bombus rufocinctus,Red-belted Bumble Bee,melbar2022
293939203,2025-06-29,37.9970464499,-122.4661426226,Apis mellifera,Western Honey Bee,adrianwang
293937491,2025-06-29,38.4749399722,-122.7343479722,Apis mellifera,Western Honey Bee,ryanphelansf
293912218,2025-06-29,37.3120969799,-121.65732245,Bombus californicus,California Bumble Bee,truthseqr
293912201,2025-06-29,37.31218336,-121.65744198,Bombus californicus,California Bumble Bee,truthseqr
293911206,2025-06-29,37.1836055556,-122.0114138889,Bombus californicus,California Bumble Bee,patp1
293901464,2025-06-29,37.733669281,-122.2348709106,Apis mellifera,Western Honey Bee,cgdownie
293879617,2025-06-29,38.2516166667,-121.9825366667,Apis mellifera,Western Honey Bee,silveradojim
293878669,2025-06-29,38.578009045,-121.4588384923,Xylocopa sonorina,Valley Carpenter Bee,rmyoshihara
293830123,2025-02-19,37.3265279725,-121.8557583215,Apis mellifera,Western Honey Bee,kj4nat
293820535,2025-06-28,37.7676223159,-122.4700617589,Apis mellifera,Western Honey Bee,galois
293818941,2025-06-27,37.2731186592,-121.9037982047,Xylocopa sonorina,Valley Carpenter Bee,kkleinst
293818933,2025-06-27,37.2731229279,-121.9038049103,Xylocopa sonorina,Valley Carpenter Bee,kkleinst
293818891,2025-06-29,37.2731431766,-121.9037677037,Bombus vosnesenskii,Yellow-faced Bumble Bee,kkleinst
293818877,2025-06-29,37.2733621427,-121.903402939,Bombus vosnesenskii,Yellow-faced Bumble Bee,kkleinst
293818854,2025-06-29,37.273377617,-121.9033841635,Apis mellifera,Western Honey Bee,kkleinst
293816443,2025-06-27,37.9090546223,-121.9501488004,Apis mellifera,Western Honey Bee,galois
293808610,2025-06-29,37.7892033333,-122.4129466667,Apis mellifera,Western Honey Bee,rodsherrel
293799532,2025-06-27,37.8814828782,-122.2214286136,Apis mellifera,Western Honey Bee,galois
293799497,2025-06-27,37.8814509504,-122.2315789142,Apis mellifera,Western Honey Bee,galois
293799493,2025-06-27,37.8814509504,-122.2315789142,Apis mellifera,Western Honey Bee,galois
293794644,2025-06-29,37.3298866667,-121.9549783333,Apis mellifera,Western Honey Bee,anniebeez
293792711,2025-06-29,38.0684135163,-122.8069293583,Apis mellifera,Western Honey Bee,nicasio11
293785408,2024-12-05,37.2947989722,-121.946081,Apis mellifera,Western Honey Bee,kj4nat
293764048,2025-06-26,37.9064731903,-122.5744260987,Apis mellifera,Western Honey Bee,galois
293752933,2025-06-29,38.578009045,-121.4588384923,Xylocopa tabaniformis orpifex,Foothill Carpenter Bee,rmyoshihara
293744859,2025-06-28,37.392075,-122.1019445,Apis mellifera,Western Honey Bee,nettiecat
293744799,2025-06-28,37.3920666667,-122.1018833333,Apis mellifera,Western Honey Bee,nettiecat
293744694,2025-06-28,37.3920583333,-122.1018833333,Apis mellifera,Western Honey Bee,nettiecat
293738970,2025-06-28,37.4035416667,-122.1934666667,Apis mellifera,Western Honey Bee,owlofme
293616660,2025-06-26,37.9801848798,-122.572023138,Xenoglossa pruinosa,Pruinose Squash Bee,amandaarnesson
293578733,2025-06-28,37.4172238196,-122.0186312636,Bombus californicus,California Bumble Bee,melbar2022
293575810,2025-06-28,37.4195713692,-122.023370727,Bombus californicus,California Bumble Bee,melbar2022
293573433,2025-06-28,37.4196139738,-122.023358657,Bombus californicus,California Bumble Bee,melbar2022
293571871,2025-06-28,37.419833387,-122.0233103772,Bombus californicus,California Bumble Bee,melbar2022
293568979,2025-06-28,37.4201337477,-122.0232285699,Bombus californicus,California Bumble Bee,melbar2022
293567094,2025-06-28,37.4200101952,-122.0232661208,Bombus rufocinctus,Red-belted Bumble Bee,melbar2022
293565856,2025-06-28,37.4215545866,-122.0228262386,Bombus californicus,California Bumble Bee,melbar2022
293565482,2025-06-28,37.4215993202,-122.0223648986,Bombus californicus,California Bumble Bee,melbar2022
293565100,2025-06-28,37.4215439357,-122.0222254237,Bombus californicus,California Bumble Bee,melbar2022
293563628,2025-06-28,37.4216327415,-122.0227378606,Bombus californicus,California Bumble Bee,melbar2022
293562899,2025-06-28,37.4214082653,-122.0220631055,Bombus californicus,California Bumble Bee,melbar2022
293562125,2025-06-28,37.4215993202,-122.0223648986,Bombus californicus,California Bumble Bee,melbar2022
293549453,2025-06-25,37.8999583333,-122.0598445,Apis mellifera,Western Honey Bee,helianthus_annika
293548228,2025-06-27,37.4270646193,-122.1829158601,Bombus californicus,California Bumble Bee,melbar2022
293547871,2025-06-27,37.4269609052,-122.1830177841,Bombus californicus,California Bumble Bee,melbar2022
293547327,2025-06-27,37.4267664164,-122.1829131779,Bombus californicus,California Bumble Bee,melbar2022
293546613,2025-06-27,37.4268984778,-122.1828783092,Bombus californicus,California Bumble Bee,melbar2022
293545710,2025-06-27,37.4267600263,-122.1829426822,Bombus californicus,California Bumble Bee,melbar2022
293545090,2025-06-27,37.4268984778,-122.1828675804,Bombus californicus,California Bumble Bee,melbar2022
293544485,2025-06-27,37.4268899577,-122.182875627,Bombus californicus,California Bumble Bee,melbar2022
293543469,2025-06-27,37.4268281871,-122.1829078135,Bombus californicus,California Bumble Bee,melbar2022
293542814,2025-06-27,37.4267259459,-122.1829319534,Bombus californicus,California Bumble Bee,melbar2022
293542212,2025-06-27,37.4268749084,-122.1830561757,Bombus californicus,California Bumble Bee,melbar2022
293541447,2025-06-27,37.4269815486,-122.1830003497,Bombus californicus,California Bumble Bee,melbar2022
293540563,2025-06-27,37.453295901,-122.1100722984,Bombus californicus,California Bumble Bee,melbar2022
293539859,2025-06-27,37.4533384863,-122.1101688579,Bombus californicus,California Bumble Bee,melbar2022
293539607,2025-06-27,37.4537792436,-122.1111317709,Bombus californicus,California Bumble Bee,melbar2022
293539117,2025-06-27,37.4537381801,-122.1106016635,Bombus californicus,California Bumble Bee,melbar2022
293537881,2025-06-27,37.4536855563,-122.1104129389,Bombus californicus,California Bumble Bee,melbar2022
293537415,2025-06-27,37.4536855563,-122.1104129389,Bombus californicus,California Bumble Bee,melbar2022
293536652,2025-06-27,37.4536855563,-122.1104129389,Bombus californicus,California Bumble Bee,melbar2022
293535433,2025-06-27,37.4533001595,-122.1100562051,Bombus californicus,California Bumble Bee,melbar2022
293534540,2025-06-27,37.4533001595,-122.1100562051,Bombus californicus,California Bumble Bee,melbar2022
293534230,2025-06-27,37.4533001595,-122.1100562051,Bombus californicus,California Bumble Bee,melbar2022
293531237,2025-06-28,38.5292416997,-121.7625196997,Apis mellifera,Western Honey Bee,mgriswold
293526858,2025-06-28,38.2516133333,-121.9825666667,Apis mellifera,Western Honey Bee,silveradojim
293526578,2025-06-28,38.2516166667,-121.9826883333,Apis mellifera,Western Honey Bee,silveradojim
293521013,2025-06-20,37.2721443,-122.2936645997,Bombus melanopygus,Black-tailed Bumble Bee,mikethebirder
293474037,2025-06-28,38.578009045,-121.4588384923,Protosmia rubifloris,Prong-faced Slender-Mason,rmyoshihara
293428119,2025-06-23,37.3622425517,-122.0602659295,Apis mellifera,Western Honey Bee,ethologist
293416067,2025-06-28,37.4373588562,-121.9281539917,Apis mellifera,Western Honey Bee,mayamr
293311028,2025-06-23,37.8840197945,-122.281547243,Apis mellifera,Western Honey Bee,megumickd
293304674,2025-06-22,37.9891102439,-122.5440589696,Apis mellifera,Western Honey Bee,ichihuahua
293303590,2025-06-19,37.7301346637,-122.1443521914,Xenoglossa pruinosa,Pruinose Squash Bee,ivanparr
293297947,2025-06-27,37.4507386042,-122.1031843856,Bombus rufocinctus,Red-belted Bumble Bee,melbar2022
293297378,2025-06-27,37.4507465136,-122.1033757925,Bombus rufocinctus,Red-belted Bumble Bee,melbar2022
293296430,2025-06-27,37.4507790617,-122.1035438016,Bombus rufocinctus,Red-belted Bumble Bee,melbar2022
293291223,2025-06-25,37.8696666667,-122.2981116667,Bombus melanopygus,Black-tailed Bumble Bee,hellabeenerd
293265875,2025-06-26,38.433,-122.33324,Halictus tripartitus,Tripartite Sweat Bee,hasfitz5
293261670,2025-06-26,38.43597,-122.34157,Apis mellifera,Western Honey Bee,hasfitz5
293258337,2025-06-27,37.91872,-122.4879383333,Apis mellifera,Western Honey Bee,silveradojim
293256908,2025-06-27,37.8412466667,-122.2730416667,Apis mellifera,Western Honey Bee,skyejoe
293252689,2025-06-27,38.1857027778,-122.1828361111,Apis mellifera,Western Honey Bee,calelewi
293235060,2025-06-27,37.7931216667,-122.3920533333,Apis mellifera,Western Honey Bee,jimmaccloskey
293225158,2025-06-27,37.7312393088,-122.4267854897,Apis mellifera,Western Honey Bee,mscmacg
293223588,2025-06-27,38.578009045,-121.4588384923,Xylocopa tabaniformis orpifex,Foothill Carpenter Bee,rmyoshihara
293207830,2025-06-27,38.54058,-121.72432,Apis mellifera,Western Honey Bee,uminekobeer
293150152,2025-06-27,37.3368418918,-121.9717832077,Apis mellifera,Western Honey Bee,itsnatureemily
293120742,2025-06-25,37.46011951,-121.87358737,Bombus californicus,California Bumble Bee,truthseqr
293119825,2025-06-25,37.4641798599,-121.87506196,Bombus crotchii,Crotch's Bumble Bee,truthseqr
293051645,2025-06-26,37.4585645531,-121.8717234034,Bombus californicus,California Bumble Bee,melbar2022
293051249,2025-06-26,37.4608809995,-121.8731449742,Bombus californicus,California Bumble Bee,melbar2022
293049137,2025-06-26,37.4599782752,-121.8735097546,Bombus californicus,California Bumble Bee,melbar2022
293048271,2025-06-26,37.4585922316,-121.871653666,Bombus californicus,California Bumble Bee,melbar2022
293048094,2025-06-26,37.4585922316,-121.871653666,Bombus californicus,California Bumble Bee,melbar2022
293047923,2025-06-26,37.4585922316,-121.871653666,Bombus californicus,California Bumble Bee,melbar2022
293047762,2025-06-26,37.4585922316,-121.871653666,Bombus californicus,California Bumble Bee,melbar2022
293046934,2025-06-26,37.4585049377,-121.8716885347,Bombus californicus,California Bumble Bee,melbar2022
293045903,2025-06-26,37.4584857756,-121.8711118598,Bombus californicus,California Bumble Bee,melbar2022
293045362,2025-06-26,37.4584857756,-121.8711118598,Bombus californicus,California Bumble Bee,melbar2022
293045203,2025-06-18,37.8723716667,-122.2886666667,Bombus melanopygus,Black-tailed Bumble Bee,hellabeenerd
293044426,2025-06-18,37.8731833333,-122.2847533333,Anthidium manicatum,European Woolcarder Bee,hellabeenerd
293036861,2025-06-25,37.5530740446,-122.0913982117,Bombus californicus,California Bumble Bee,melbar2022
293034676,2025-06-25,37.5569015165,-122.0901858531,Bombus californicus,California Bumble Bee,melbar2022
293029963,2025-06-26,38.578009045,-121.4588384923,Xylocopa sonorina,Valley Carpenter Bee,rmyoshihara
293026506,2025-06-26,37.77335,-122.4328533333,Hylaeus punctatus,Punctate Masked Bee,bozfok
293010705,2025-06-26,37.9374,-121.8364,Bombus crotchii,Crotch's Bumble Bee,alexanderbroom
293002275,2025-06-26,37.4559375551,-121.0325243865,Apis mellifera,Western Honey Bee,mirts
292986109,2025-06-26,37.9183988553,-122.4955496865,Apis mellifera,Western Honey Bee,patriciaj
292980636,2025-06-26,37.3731059454,-122.0373256792,Apis mellifera,Western Honey Bee,oleander4
292965062,2025-06-26,37.1987194444,-121.9808194444,Apis mellifera,Western Honey Bee,merav
292961373,2025-06-25,37.9145,-122.4918333333,Apis mellifera,Western Honey Bee,kurtrademacher
292956264,2025-06-26,37.9363694378,-122.2649740076,Apis mellifera,Western Honey Bee,cdkcdk
292948932,2025-06-26,37.3919133333,-122.1017388333,Apis mellifera,Western Honey Bee,nettiecat
292938961,2025-06-26,37.5173797607,-122.3404541016,Apis mellifera,Western Honey Bee,mayamr
